name,meteor_first_word,classification,mass,fall,year,latitude,longitude
Queen Alexandra Range 99372,Queen,LL5,3.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99373,Queen,LL5,4.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99374,Queen,LL5,4.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99375,Queen,H5,0.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99376,Queen,LL5,0.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99377,Queen,LL5,1.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99378,Queen,LL5,1.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99379,Queen,LL5,3.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99380,Queen,LL5,8.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99381,Queen,LL5,22.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99382,Queen,LL5,22.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99383,Queen,LL5,0.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99384,Queen,LL5,4.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99385,Queen,LL5,1.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99386,Queen,LL6,15.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99387,Queen,E-an,10.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99388,Queen,LL5,19.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99389,Queen,LL5,3.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99390,Queen,LL5,3.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99391,Queen,LL5,0.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99392,Queen,LL5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99393,Queen,LL5,4.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99394,Queen,LL5,1.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99395,Queen,LL5,3.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99396,Queen,H-imp melt,1.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99397,Queen,LL5,4.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99398,Queen,LL5,9.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99399,Queen,LL5,3.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99400,Queen,LL6,2.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99401,Queen,LL5,1.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99402,Queen,LL5,1.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99403,Queen,LL5,0.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99404,Queen,LL5,0.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99405,Queen,LL5,1.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99406,Queen,LL5,2.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99407,Queen,LL5,2.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99408,Queen,LL5,3.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99410,Queen,LL5,3.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99411,Queen,LL5,3.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99412,Queen,LL5,2.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99413,Queen,L5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99414,Queen,L5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99415,Queen,LL5,2.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99416,Queen,LL5,7.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99417,Queen,LL5,8.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99418,Queen,LL5,1.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99419,Queen,L6,6.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99420,Queen,LL5,2.08,Found,1999,-84.0,168.0
Queen Alexandra Range 99421,Queen,LL5,1.97,Found,1999,-84.0,168.0
Queen Alexandra Range 99422,Queen,LL5,2.81,Found,1999,-84.0,168.0
Queen Alexandra Range 99423,Queen,L6,0.68,Found,1999,-84.0,168.0
Queen Alexandra Range 99424,Queen,LL5,4.46,Found,1999,-84.0,168.0
Queen Alexandra Range 99425,Queen,H4,0.25,Found,1999,-84.0,168.0
Queen Alexandra Range 99426,Queen,LL5,2.19,Found,1999,-84.0,168.0
Queen Alexandra Range 99427,Queen,LL5,0.15,Found,1999,-84.0,168.0
Queen Alexandra Range 99428,Queen,LL5,4.66,Found,1999,-84.0,168.0
Queen Alexandra Range 99429,Queen,LL5,3.19,Found,1999,-84.0,168.0
Queen Alexandra Range 99430,Queen,H5,7.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99431,Queen,H5,3.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99432,Queen,LL5,10.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99433,Queen,H5,3.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99434,Queen,H5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99435,Queen,H5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99436,Queen,H5,3.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99437,Queen,L6,9.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99438,Queen,EH3,5.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99439,Queen,LL5,4.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99440,Queen,LL6,30.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99443,Queen,CM2,8.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99444,Queen,H6,33.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99445,Queen,L6,86.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99446,Queen,H6,55.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99447,Queen,LL5,48.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99448,Queen,H6,91.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99449,Queen,LL5,13.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99450,Queen,H5,112.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99451,Queen,L6,195.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99452,Queen,L5,284.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99453,Queen,L5,282.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99454,Queen,L5,372.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99455,Queen,L5,336.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99456,Queen,L5,256.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99457,Queen,L6,211.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99458,Queen,LL6,87.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99459,Queen,H5,65.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99460,Queen,L6,29.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99461,Queen,H5,26.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99462,Queen,LL6,62.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99463,Queen,LL5,31.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99464,Queen,L5,92.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99465,Queen,L4,18.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99466,Queen,H5,81.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99467,Queen,LL5,14.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99468,Queen,LL5,10.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99469,Queen,H5,64.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99470,Queen,LL5,2.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99471,Queen,LL5,3.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99472,Queen,LL5,3.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99473,Queen,EH-imp melt,0.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99474,Queen,LL5,0.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99475,Queen,LL5,3.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99476,Queen,L5,3.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99477,Queen,LL5,3.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99478,Queen,LL5,0.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99479,Queen,LL5,1.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99480,Queen,LL5,2.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99481,Queen,L5,1.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99482,Queen,LL5,1.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99483,Queen,H6,2.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99484,Queen,L5,2.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99485,Queen,LL5,0.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99486,Queen,LL5,4.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99487,Queen,LL5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99488,Queen,LL5,3.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99489,Queen,LL5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99490,Queen,LL5,1.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99491,Queen,LL5,1.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99492,Queen,LL5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99493,Queen,LL5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99494,Queen,LL6,1.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99495,Queen,LL5,3.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99496,Queen,L6,2.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99497,Queen,LL5,3.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99498,Queen,LL5,4.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99499,Queen,LL5,2.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99500,Queen,LL6,6.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99501,Queen,LL5,3.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99502,Queen,LL5,21.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99503,Queen,L5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99504,Queen,LL5,9.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99505,Queen,H6,9.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99506,Queen,LL5,1.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99507,Queen,LL5,1.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99508,Queen,LL5,6.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99509,Queen,LL5,3.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99510,Queen,LL5,27.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99511,Queen,H6,15.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99512,Queen,H5,5.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99513,Queen,LL5,2.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99514,Queen,H5,13.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99515,Queen,LL5,2.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99516,Queen,LL5,8.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99517,Queen,L3.4,1.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99518,Queen,L6,17.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99519,Queen,LL5,2.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99520,Queen,L5,2.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99521,Queen,L6,3.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99522,Queen,LL5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99523,Queen,L5,1.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99524,Queen,H5,1.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99525,Queen,LL5,2.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99526,Queen,LL5,6.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99527,Queen,LL5,7.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99528,Queen,LL5,2.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99529,Queen,H4,4.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99530,Queen,LL5,6.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99531,Queen,LL5,1.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99532,Queen,LL5,1.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99533,Queen,LL5,6.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99534,Queen,LL5,6.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99535,Queen,LL5,0.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99536,Queen,L5,0.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99537,Queen,LL5,1.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99538,Queen,H5,2.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99539,Queen,LL5,3.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99540,Queen,LL5,5.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99541,Queen,LL5,3.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99542,Queen,H6,3.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99543,Queen,LL6,0.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99544,Queen,LL5,2.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99545,Queen,LL5,2.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99546,Queen,LL6,4.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99547,Queen,LL5,4.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99548,Queen,H5,3.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99549,Queen,LL5,6.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99550,Queen,LL5,6.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99551,Queen,LL5,0.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99552,Queen,LL5,8.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99553,Queen,H5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99554,Queen,LL5,5.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99555,Queen,LL5,13.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99556,Queen,H5,11.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99557,Queen,LL5,11.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99558,Queen,LL5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99559,Queen,LL5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99560,Queen,LL5,3.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99561,Queen,LL5,4.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99562,Queen,LL5,4.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99563,Queen,LL5,0.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99564,Queen,LL5,1.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99565,Queen,LL5,0.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99566,Queen,LL5,0.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99567,Queen,LL5,2.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99568,Queen,LL5,3.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99569,Queen,LL5,3.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99570,Queen,H5,13.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99571,Queen,LL6,33.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99572,Queen,LL5,25.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99573,Queen,LL5,26.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99574,Queen,LL5,10.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99575,Queen,LL5,13.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99576,Queen,LL5,55.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99577,Queen,L5,37.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99578,Queen,LL5,31.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99579,Queen,LL5,27.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99580,Queen,LL5,23.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99581,Queen,LL5,13.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99582,Queen,LL5,9.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99583,Queen,LL5,28.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99584,Queen,LL5,16.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99585,Queen,LL5,11.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99586,Queen,LL5,11.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99587,Queen,LL5,6.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99588,Queen,LL5,26.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99589,Queen,H6,38.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99590,Queen,LL5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99591,Queen,LL5,1.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99592,Queen,LL5,2.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99593,Queen,LL5,1.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99594,Queen,L6,5.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99595,Queen,LL5,5.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99596,Queen,H6,7.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99597,Queen,LL5,7.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99598,Queen,H5,3.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99599,Queen,LL5,4.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99600,Queen,H5,119.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99601,Queen,H5,166.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99602,Queen,L5,250.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99603,Queen,H5,156.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99604,Queen,H5,136.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99605,Queen,L5,315.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99606,Queen,L6,132.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99607,Queen,H5,164.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99608,Queen,L5,189.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99609,Queen,Eucrite-br,24.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99610,Queen,L6,59.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99611,Queen,L5,89.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99612,Queen,LL5,64.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99613,Queen,LL5,37.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99614,Queen,LL5,31.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99615,Queen,LL5,46.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99616,Queen,LL5,27.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99617,Queen,LL5,36.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99618,Queen,LL5,27.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99619,Queen,LL5,51.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99620,Queen,LL5,29.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99621,Queen,LL5,21.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99622,Queen,LL5,29.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99623,Queen,LL5,5.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99624,Queen,LL5,4.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99625,Queen,LL5,5.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99626,Queen,LL5,4.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99627,Queen,LL5,3.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99628,Queen,LL5,9.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99629,Queen,LL5,6.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99630,Queen,LL5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99631,Queen,L5,1.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99632,Queen,LL5,1.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99633,Queen,LL5,1.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99634,Queen,H5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99635,Queen,LL5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99636,Queen,LL5,1.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99637,Queen,LL5,3.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99638,Queen,L5,5.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99639,Queen,LL5,3.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99640,Queen,L5,3.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99641,Queen,LL5,4.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99642,Queen,LL5,20.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99643,Queen,LL5,4.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99644,Queen,LL5,2.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99645,Queen,L6,2.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99646,Queen,LL5,6.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99647,Queen,L5,18.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99648,Queen,LL5,18.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99649,Queen,LL5,1.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99650,Queen,LL5,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99651,Queen,LL5,3.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99652,Queen,LL5,2.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99653,Queen,LL5,4.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99654,Queen,LL5,5.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99655,Queen,LL5,2.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99656,Queen,LL5,3.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99657,Queen,LL5,1.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99658,Queen,Eucrite-unbr,8.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99659,Queen,LL5,7.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99660,Queen,LL5,10.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99661,Queen,LL5,2.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99662,Queen,LL5,12.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99663,Queen,LL5,24.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99664,Queen,LL5,4.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99665,Queen,LL5,6.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99666,Queen,LL5,10.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99667,Queen,LL5,10.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99668,Queen,LL5,15.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99669,Queen,LL5,34.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99670,Queen,H5,2.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99671,Queen,LL5,2.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99672,Queen,LL5,1.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99673,Queen,LL5,2.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99674,Queen,LL5,1.14,Found,1999,-84.0,168.0
Queen Alexandra Range 99675,Queen,CK4,1.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99676,Queen,CK4,1.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99677,Queen,CK4,1.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99678,Queen,CK4,1.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99679,Queen,CK4,3.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99680,Queen,CK5,15.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99681,Queen,CK5,4.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99682,Queen,LL5,33.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99683,Queen,H5,43.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99684,Queen,L5,63.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99685,Queen,LL5,9.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99686,Queen,LL5,18.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99687,Queen,LL5,11.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99688,Queen,LL6,10.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99689,Queen,LL5,7.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99690,Queen,LL5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99691,Queen,LL5,2.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99692,Queen,LL5,3.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99693,Queen,LL5,2.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99694,Queen,LL5,3.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99695,Queen,LL5,3.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99696,Queen,LL5,1.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99697,Queen,H5,7.7,Found,1999,-84.0,168.0
Queen Alexandra Range 99698,Queen,LL5,3.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99699,Queen,LL5,23.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99700,Queen,LL6,3.8,Found,1999,-84.0,168.0
Queen Alexandra Range 99701,Queen,LL5,3.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99702,Queen,LL5,1.6,Found,1999,-84.0,168.0
Queen Alexandra Range 99703,Queen,LL5,2.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99704,Queen,LL6,4.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99705,Queen,LL5,8.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99706,Queen,LL5,1.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99707,Queen,LL5,3.3,Found,1999,-84.0,168.0
Queen Alexandra Range 99708,Queen,LL5,1.9,Found,1999,-84.0,168.0
Queen Alexandra Range 99709,Queen,LL5,3.1,Found,1999,-84.0,168.0
Queen Alexandra Range 99710,Queen,LL5,8.4,Found,1999,-84.0,168.0
Queen Alexandra Range 99711,Queen,LL5,5.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99712,Queen,LL5,5.2,Found,1999,-84.0,168.0
Queen Alexandra Range 99713,Queen,LL5,1.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99714,Queen,LL5,3.0,Found,1999,-84.0,168.0
Queen Alexandra Range 99715,Queen,LL5,2.5,Found,1999,-84.0,168.0
Queen Alexandra Range 99716,Queen,LL5,2.5,Found,1999,-84.0,168.0
